title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
İntikam Revenge,16/02/1990 (US),65,Tony Scott,,"Gerilim,Romantik,Dram",2h 3m,İngilizce,-,"$15,645,616.00"
Pan,11/12/2015 (TR),60,Joe Wright,,"Fantastik,Macera,Aile,Aksiyon",1h 51m,İngilizce,"$150,000,000.00","$128,388,320.00"
Seçimler,23/04/1999 (US),68,Alexander Payne,,"Komedi,Romantik,Dram,Gizem",1h 43m,İngilizce,"$25,000,000.00","$14,902,041.00"
Spawn,31/07/1997 (US),54,Mark A.Z. Dippé,,"Aksiyon,Macera,Fantastik,Korku,Bilim-Kurgu,Gerilim",1h 36m,İngilizce,"$40,000,000.00","$87,840,042.00"
,21/03/2019 (HR),67,Dražen Žarković,Branko Ružić,"Macera,Aile,Bilim-Kurgu",1h 19m,Hırvatça,-,-
Spirited,10/11/2022 (US),70,Sean Anders,Sean Anders,Komedi,2h 7m,İngilizce,"$75,000,000.00",-
,05/10/2001 (TR),70,Steven Spielberg,,"Dram,Bilim-Kurgu,Macera",2h 26m,İngilizce,"$100,000,000.00","$235,926,552.00"
Çarpışma,23/05/1997 (TR),64,David Cronenberg,David Cronenberg,Dram,1h 40m,İngilizce,"$9,000,000.00","$2,671,855.00"
Capote,30/09/2005 (US),70,Bennett Miller,,"Suç,Dram",1h 54m,İngilizce,"$7,000,000.00","$49,327,405.00"
İçeride,15/03/2023 (BE),56,Vasilis Katsoupis,,"Gerilim,Dram",1h 45m,İngilizce,-,"$170,000.00"
Beyaz Saray Düştü,28/06/2013 (US),65,Roland Emmerich,James Vanderbilt,"Aksiyon,Dram,Gerilim",2h 11m,İngilizce,"$150,000,000.00","$205,366,737.00"
Yakın,02/10/2022 (TR),78,Lukas Dhont,Lukas Dhont,Dram,2h 25m,Fransızca,-,"$3,129,968.00"
Koruyucu,15/01/2021 (US),69,Robert Lorenz,Robert Lorenz,"Aksiyon,Dram,Gerilim",1h 48m,İngilizce,"$23,000,000.00","$23,076,711.00"
7 Dilek,14/07/2017 (US),57,John R. Leonetti,Barbara Marshall,"Korku,Gerilim,Fantastik",1h 30m,İngilizce,"$12,000,000.00","$14,300,000.00"
,14/02/2013 (GB),53,John Moore,,"Aksiyon,Gerilim",1h 38m,İngilizce,"$92,000,000.00","$304,654,182.00"
Raydan Çıkanlar,26/05/2006 (TR),63,Mikael Håfström,,"Dram,Gerilim",1h 48m,İngilizce,"$22,000,000.00","$57,479,076.00"
Teksas Katliamı,18/02/2022 (TR),52,David Blue Garcia,,"Korku,Gerilim",1h 23m,İngilizce,"$20,000,000.00",-
Amerikan Pastası 6: Parti Evi,26/12/2007 (US),57,Andrew Waller,Erik Lindsay,Komedi,1h 29m,İngilizce,"$10,000,000.00","$18,610,260.00"
Kuşlar Şehrinde Macera,07/07/2012 (US),62,Wayne Thornley,,"Komedi,Animasyon,Macera,Aile",1h 22m,İngilizce,"$20,000,000.00",-
Patrondan Kurtulma Sanatı 2,04/12/2014 (TR),62,Sean Anders,,Komedi,1h 48m,İngilizce,"$42,000,000.00","$107,700,000.00"
Zorlu Yokuş,05/12/1986 (US),69,Clint Eastwood,,"Savaş,Dram",2h 10m,İngilizce,"$15,000,000.00","$42,700,000.00"
Hesaplaşma,05/03/2004 (TR),62,John Woo,,"Aksiyon,Macera,Gizem,Bilim-Kurgu,Gerilim",1h 59m,İngilizce,"$60,000,000.00","$95,427,515.00"
Bomba,01/07/1994 (US),62,Stephen Hopkins,,Aksiyon,2h 1m,İngilizce,"$28,000,000.00","$30,156,002.00"
Gökdelen,18/03/2016 (GB),56,Ben Wheatley,,Dram,1h 59m,İngilizce,-,"$4,289,074.00"
Cannonball Yarışı 3: Speed Zone,21/04/1989 (US),45,Jim Drake,,"Komedi,Aksiyon",1h 34m,İngilizce,"$18,000,000.00","$3,077,361.00"
Evlat,25/11/2022 (US),67,Florian Zeller,,Dram,2h 3m,İngilizce,-,"$3,564,844.00"
Hayat Beklemez,07/05/2021 (US),71,Billy Crystal,Alan Zweibel,"Komedi,Dram",1h 57m,İngilizce,-,-
Hustle,08/06/2022 (TR),78,Jeremiah Zagar,Taylor Materne,"Dram,Komedi",1h 58m,İngilizce,-,-
Özgürlük Yolu,09/04/2008 (TR),78,Sean Penn,,"Macera,Dram",2h 28m,İngilizce,"$15,000,000.00","$56,255,142.00"
,08/04/2016 (TR),68,Jean-Marc Vallée,,"Komedi,Dram",1h 41m,İngilizce,"$10,000,000.00","$4,366,460.00"
No Manches Frida,15/09/2016 (MX),77,Nacho G. Velilla,Claudio Herrera,Komedi,1h 40m,İspanyolca; Kastilyaca,"$5,000,000.00","$23,500,000.00"
Maymunlar Cehenneminde İsyan,29/06/1972 (US),62,J. Lee Thompson,,"Aksiyon,Bilim-Kurgu",1h 28m,İngilizce,"$1,700,000.00","$9,700,000.00"
Mavi Göl: Uyanış,16/06/2012 (US),65,Mikael Salomon,,"Dram,Macera,Romantik,TV film",1h 25m,İngilizce,-,-
Üçüncü Göz,22/12/2000 (US),64,Sam Raimi,,"Korku,Dram,Gerilim,Gizem",1h 51m,İngilizce,"$10,000,000.00","$12,008,642.00"
"Anita, Swedish Nymphet",25/12/1973 (SE),51,Torgny Wickman,,Dram,1h 35m,İsveçce,-,-
Bodrumdaki Kız,27/02/2021 (US),77,Elisabeth Röhm,Leslie Greif,"Gerilim,Suç,TV film",1h 28m,İngilizce,-,-
Tam Gaz,03/08/2007 (US),64,Akiva Schaffer,Pam Brady,"Komedi,Aksiyon",1h 28m,İngilizce,-,"$14,353,654.00"
Teen Titans: Trouble in Tokyo,15/09/2006 (US),78,Matt Youngberg,David Slack,"Animasyon,Aksiyon,Bilim-Kurgu,TV film",1h 15m,İngilizce,-,-
Beckett,13/08/2021 (IT),63,Ferdinando Cito Filomarino,,"Suç,Gizem,Gerilim",1h 50m,İtalyanca,-,-
Cinayeti Gördüm,25/10/1971 (TR),74,Michelangelo Antonioni,,"Dram,Gizem,Gerilim",1h 51m,İngilizce,"$1,800,000.00",-
Borat Devam Filmi,23/10/2020 (GB),65,Jason Woliner,,Komedi,1h 35m,İngilizce,-,-
,08/02/2019 (US),61,Nicholas McCarthy,,"Korku,Gerilim",1h 32m,İngilizce,"$6,000,000.00","$21,200,000.00"
,22/12/1979 (JP),53,Toshiya Fujita,,Dram,1h 49m,Japonca,-,-
Temizlikçi,11/09/2007 (US),61,Renny Harlin,Matthew Aldrich,"Suç,Gerilim,Gizem",1h 28m,İngilizce,"$25,000,000.00","$5,796,630.00"
,08/07/1948 (US),69,Charles Walters,,"Romantik,Müzik",1h 43m,İngilizce,-,-
The First Slam Dunk,03/12/2022 (JP),78,Takehiko Inoue,,"Animasyon,Komedi,Dram",2h 5m,Japonca,-,"$258,000,000.00"
"Ben, Kendim ve Sevgilim",13/10/2000 (TR),66,Peter Farrelly,,Komedi,1h 56m,İngilizce,"$51,000,000.00","$149,270,999.00"
1618,07/04/2023 (US),43,Luís Ismael,Luís Ismael,"Tarih,Dram",1h 25m,Portekizce,-,-
Nun in Rope Hell,25/05/1984 (JP),53,Katsuhiko Fujii,,"Dram,Korku",1h 9m,Japonca,-,-
Kod Adı: Londra,04/03/2016 (TR),62,Babak Najafi,,"Aksiyon,Gerilim",1h 39m,İngilizce,"$60,000,000.00","$205,754,447.00"
Dip,17/06/1977 (US),61,Peter Yates,,"Gizem,Gerilim,Macera",2h 3m,İngilizce,"$9,000,000.00","$100,000,000.00"
,13/09/2009 (US),64,Brian Levant,Daniel Altiere,"Gizem,Komedi,Fantastik",1h 22m,İngilizce,-,"$13,000,000.00"
Frankenweenie,09/11/2012 (TR),70,Tim Burton,,"Animasyon,Komedi,Aile",1h 27m,İngilizce,"$39,000,000.00","$81,493,846.00"
Dikey Limit,08/12/2000 (US),60,Martin Campbell,Robert King,"Macera,Aksiyon,Gerilim",2h 4m,İngilizce,"$75,000,000.00","$215,663,859.00"
Beyaz Diş,09/08/1991 (TR),67,Randal Kleiser,,"Aksiyon,Macera,Dram,Aile",1h 47m,İngilizce,"$14,000,000.00","$34,793,160.00"
Cehennem Yolu,28/03/2008 (US),53,Brian Smrz,,"Suç,Aksiyon,Gerilim",1h 35m,İngilizce,$6.00,$10.00
Andrea's Love,24/11/2023 (ES),60,Manuel Martín Cuenca,Manuel Martín Cuenca,Dram,1h 41m,İspanyolca; Kastilyaca,-,-
Sis,14/10/2005 (US),45,Rupert Wainwright,,"Korku,Gerilim,Dram,Gizem",1h 40m,İngilizce,"$18,000,000.00","$46,201,432.00"
Aşk Tarifi,23/08/2007 (AU),66,Scott Hicks,,"Komedi,Romantik,Dram",1h 44m,İngilizce,"$28,000,000.00","$92,601,050.00"
Karanlık Adam,24/08/1990 (US),64,Sam Raimi,,"Aksiyon,Bilim-Kurgu,Gerilim",1h 35m,İngilizce,"$16,000,000.00","$48,900,000.00"
Saint Seiya: Legend of Crimson Youth,23/07/1988 (JP),76,Shigeyasu Yamauchi,Yoshiyuki Suga,"Aksiyon,Animasyon,Fantastik",1h 15m,Japonca,-,-
Elsa & Fred,07/03/2014 (US),59,Michael Radford,,"Dram,Komedi,Romantik",1h 37m,İngilizce,"$10,000,000.00",-
Cehennem Silahı 4,14/08/1998 (TR),66,Richard Donner,,"Aksiyon,Macera,Komedi,Suç,Gerilim",2h 8m,İngilizce,"$140,000,000.00","$285,400,000.00"
Ateşli Oda,03/06/2010 (TR),64,Julio Medem,,"Dram,Romantik",1h 47m,İspanyolca; Kastilyaca,-,"$844,281.00"
Gelecek Cuma,12/01/2000 (US),64,Steve Carr,Ice Cube,Komedi,1h 38m,İngilizce,"$11,000,000.00","$59,800,000.00"
Avukat,05/10/2007 (US),68,Tony Gilroy,Tony Gilroy,"Dram,Gerilim,Suç",1h 59m,İngilizce,"$25,000,000.00","$92,991,835.00"
Mad Max 2: Yol Savaşcısı,24/12/1981 (AU),74,George Miller,,"Macera,Aksiyon,Gerilim,Bilim-Kurgu",1h 36m,İngilizce,"$2,000,000.00","$24,600,832.00"
,18/08/2023 (US),64,Laura Moss,Laura Moss,"Korku,Gizem,Gerilim,Dram,Bilim-Kurgu",1h 39m,İngilizce,-,"$138,617.00"
Akrep Kral,26/04/2002 (TR),56,Chuck Russell,,"Aksiyon,Macera,Fantastik,Dram",1h 32m,İngilizce,"$60,000,000.00","$165,333,180.00"
Çılgın Marslılar!,13/12/1996 (US),64,Tim Burton,,"Komedi,Fantastik,Bilim-Kurgu",1h 46m,İngilizce,"$70,000,000.00","$101,371,017.00"
Kimyasal Kalpler,21/08/2020 (US),74,Richard Tanne,,"Dram,Romantik",1h 33m,İngilizce,-,-
Aynı Yıldızın Altında,06/06/2014 (TR),76,Josh Boone,,"Romantik,Dram",2h 6m,İngilizce,"$14,000,000.00","$307,166,834.00"
,19/08/2016 (US),65,Daniel Ragussis,Daniel Ragussis,"Suç,Dram",1h 49m,İngilizce,-,"$302,109.00"
47 Metre Derinde: Kafes,16/08/2019 (US),57,Johannes Roberts,,"Korku,Dram,Macera",1h 30m,İngilizce,"$12,000,000.00","$47,582,563.00"
Çılgın Bir Gece,08/04/2010 (US),61,Shawn Levy,Josh Klausner,"Komedi,Aksiyon,Macera",1h 28m,İngilizce,"$55,000,000.00","$152,300,000.00"
Hidalgo,30/04/2004 (TR),69,Joe Johnston,,"Vahşi Batı,Macera,Aksiyon",2h 16m,İngilizce,"$100,000,000.00","$108,103,450.00"
Akılalmaz,15/06/2010 (US),67,Gregor Jordan,Peter Woodward,"Dram,Gerilim",1h 37m,İngilizce,"$15,000,000.00",-
Joey ve Ella,13/09/2021 (AU),41,Stephen Shimek,Nick Pollack,"Aile,Macera,Komedi",1h 39m,İngilizce,-,-
,18/02/2000 (US),67,Ben Younger,Ben Younger,"Suç,Dram,Gerilim",1h 58m,İngilizce,"$7,000,000.00","$28,780,255.00"
Çılgın İhtiyar,22/01/2016 (US),59,Dan Mazer,,Komedi,1h 42m,İngilizce,"$11,500,000.00","$94,100,000.00"
,03/11/2023 (TR),68,Jessica Yu,Jen D'Angelo,Komedi,1h 40m,İngilizce,-,-
Elveda Emmanuelle,20/06/1978 (FR),43,François Leterrier,François Leterrier,"Dram,Romantik",1h 40m,Fransızca,-,-
Güvenlik,04/08/2017 (US),63,Alain Desrochers,Tony Mosher,"Aksiyon,Gerilim,Suç",1h 27m,İngilizce,"$15,000,000.00",-
,11/08/1973 (US),70,George Lucas,George Lucas,"Komedi,Dram",1h 50m,İngilizce,"$777,000.00","$140,000,000.00"
Çocuk Oyunu 2,09/11/1990 (TR),63,John Lafia,,"Korku,Gerilim",1h 24m,İngilizce,"$13,000,000.00","$35,763,605.00"
Çakma Ajan,04/03/2016 (TR),59,Louis Leterrier,,"Aksiyon,Komedi",1h 23m,İngilizce,"$35,000,000.00","$28,000,000.00"
Evdeki Düşman: Başlangıç,27/07/2022 (PH),67,William Brent Bell,,"Korku,Gerilim",1h 39m,İngilizce,"$10,000,000.00","$9,572,765.00"
Hayat Kitabı,16/10/2014 (TR),75,Jorge R. Gutierrez,Jorge R. Gutierrez,"Animasyon,Macera,Komedi,Aile,Fantastik",1h 35m,İngilizce,"$50,000,000.00","$97,437,106.00"
Kupa Kızı,28/03/2019 (DK),69,May el-Toukhy,May el-Toukhy,Dram,2h 7m,Danca,"$19,000,000.00",-
Le Divorce,08/08/2003 (US),50,James Ivory,James Ivory,"Dram,Romantik,Komedi",1h 57m,İngilizce,-,"$12,991,996.00"
,03/09/2009 (US),58,Mike Judge,,Komedi,1h 32m,İngilizce,"$8,000,000.00","$10,848,783.00"
,23/11/2005 (US),64,Stephen Gaghan,,"Dram,Gerilim",2h 8m,İngilizce,"$50,000,000.00","$93,974,620.00"
,15/09/2000 (US),57,Antoine Fuqua,Adam Scheinman,"Aksiyon,Gerilim,Suç",1h 59m,İngilizce,"$35,000,000.00","$15,500,000.00"
Dalgın Profesör,26/11/1997 (US),56,Les Mayfield,,"Komedi,Aile,Bilim-Kurgu",1h 33m,İngilizce,"$80,000,000.00","$178,000,000.00"
Appassionata,06/06/1974 (IT),57,Gianluigi Calderone,Gianluigi Calderone,Dram,1h 36m,İtalyanca,-,-
Kan Kokusu,06/06/2022 (GB),57,James Nunn,,"Korku,Gerilim,Aksiyon,Macera",1h 27m,İngilizce,-,-
RV,28/04/2006 (US),59,Barry Sonnenfeld,,"Aile,Komedi,Romantik,Dram",1h 39m,İngilizce,"$50,000,000.00","$87,528,173.00"
Hayalet Sürücü 2: İntikam Ateşi,17/02/2012 (TR),50,Mark Neveldine,,"Aksiyon,Fantastik,Gerilim",1h 36m,İngilizce,"$57,000,000.00","$132,563,930.00"
,12/12/2014 (US),61,Chris Rock,Chris Rock,"Dram,Komedi",1h 42m,İngilizce,-,"$25,434,291.00"
,23/07/2016 (JP),72,Hiroaki Miyamoto,,"Aksiyon,Animasyon,Macera,Komedi",2h,Japonca,-,"$66,207,073.00"
Road to Ninja: Naruto the Movie,28/07/2012 (JP),76,Hayato Date,,"Animasyon,Fantastik,Aksiyon",1h 49m,Japonca,-,"$17,900,000.00"
,07/11/2000 (US),68,Robert C. Ramirez,,"Aile,Animasyon,Fantastik",1h 14m,İngilizce,-,-
Varoluş,23/04/1999 (CA),68,David Cronenberg,,"Aksiyon,Gerilim,Bilim-Kurgu",1h 37m,İngilizce,"$15,000,000.00","$2,856,712.00"
,11/08/2000 (US),66,Howard Deutch,Vince McKewin,Komedi,1h 58m,İngilizce,"$50,000,000.00","$50,054,511.00"
Hesaplaşma,05/02/2016 (US),56,Shintaro Shimosawa,Simon Boyes,"Gerilim,Dram,Gizem",1h 46m,İngilizce,"$11,000,000.00","$2,049,761.00"
Hizmetkâr Albert Nobbs,20/07/2012 (TR),63,Rodrigo García,,Dram,1h 53m,İngilizce,"$8,000,000.00","$5,634,828.00"
HellKat,02/02/2021 (US),55,Scott Chambers,Michele Pacitto,"Aksiyon,Gerilim,Korku",1h 19m,İngilizce,-,-
Kasabadaki Yabancı,16/08/2022 (TR),74,Clint Eastwood,Ernest Tidyman,"Vahşi Batı,Dram,Gizem",1h 45m,İngilizce,"$5,500,000.00","$15,700,000.00"
,10/04/2019 (US),60,John R. Leonetti,,"Korku,Dram,Gerilim,Fantastik",1h 30m,İngilizce,-,"$2,325,977.00"
Çöl Aslanı,26/05/1956 (US),77,John Ford,,Vahşi Batı,1h 59m,İngilizce,"$3,750,000.00",-
Aşk Hikayesi,01/11/1971 (TR),68,Arthur Hiller,,"Romantik,Dram",1h 39m,İngilizce,"$2,200,000.00","$136,400,000.00"
,23/04/2004 (TR),53,Bo Welch,,"Komedi,Macera,Aile,Fantastik",1h 21m,İngilizce,"$109,000,000.00","$133,800,000.00"
Sadece Merhamet,30/12/2021 (TR),79,Destin Daniel Cretton,,"Dram,Suç,Tarih",2h 17m,İngilizce,"$25,000,000.00","$50,401,502.00"
Sahtekâr,30/01/2009 (TR),76,Clint Eastwood,J. Michael Straczynski,"Suç,Dram,Gizem",2h 21m,İngilizce,"$55,000,000.00","$113,400,000.00"
Örümcek Adam 2,02/07/2004 (TR),73,Sam Raimi,,"Aksiyon,Macera,Bilim-Kurgu",3h 22m,İngilizce,"$200,000,000.00","$788,976,453.00"
Stormy,08/03/2024 (US),67,Sarah Gibson,,Belgesel,1h 49m,İngilizce,-,-
Tatlı Cadı,24/06/2005 (US),51,Nora Ephron,Nora Ephron,"Komedi,Fantastik,Romantik",1h 42m,İngilizce,"$85,000,000.00","$131,426,169.00"
İntikam Kapanı,20/09/2014 (US),55,Joe Lynch,,"Gerilim,Aksiyon",1h 33m,İngilizce,-,"$358,156.00"
Becky,05/06/2020 (US),63,Jonathan Milott,Ruckus Skye,"Gerilim,Korku,Aksiyon",1h 33m,İngilizce,-,"$1,045,873.00"
39. Dosya,13/08/2009 (US),63,Christian Alvart,Ray Wright,"Korku,Gizem,Gerilim",1h 49m,İngilizce,"$27,000,000.00","$29,000,000.00"
Tiffany'de Kahvaltı,05/02/1963 (TR),77,Blake Edwards,,"Komedi,Romantik,Dram",1h 55m,İngilizce,"$2,500,000.00","$9,500,000.00"
Buffalo Soldiers,01/08/2003 (TR),62,Gregor Jordan,,"Dram,Komedi,Savaş,Suç,Gerilim",1h 38m,İngilizce,"$15,000,000.00","$2,300,805.00"
Doraemon,08/08/2014 (JP),73,Takashi Yamazaki,,"Animasyon,Aile,Bilim-Kurgu,Fantastik,Macera",1h 30m,Japonca,"$35,000,000.00","$83,100,000.00"
Unutulmuş Sevgi,27/09/2023 (PL),80,Michał Gazda,Mariusz Kuczewski,"Dram,Romantik",2h 20m,Lehçe,-,-
,31/10/2014 (ES),56,Jaume Balagueró,Jaume Balagueró,"Gerilim,Korku",1h 35m,İspanyolca; Kastilyaca,"$3,000,000.00","$4,915,757.00"
Para treni,03/05/1996 (TR),58,Joseph Ruben,,"Aksiyon,Komedi,Suç",1h 50m,İngilizce,"$68,000,000.00","$77,224,232.00"
Lanetli Gözyaşları,19/04/2019 (TR),57,Michael Chaves,Tobias Iaconis,Korku,1h 33m,İngilizce,"$9,000,000.00","$122,033,739.00"
Alvin ve Sincaplar: Yol Macerası,01/01/2016 (TR),60,Walt Becker,Adam Sztykiel,"Aile,Macera,Komedi,Müzik",1h 32m,İngilizce,"$90,000,000.00","$233,755,553.00"
Yasak Aşk,13/08/2013 (AU),61,Anne Fontaine,,Dram,1h 40m,İngilizce,"$16,000,000.00","$1,600,000.00"
Zola,24/01/2020 (US),62,Janicza Bravo,,"Komedi,Suç",1h 30m,İngilizce,"$5,000,000.00","$3,500,000.00"
Wyrmwood: Apocalypse,10/02/2022 (AU),56,Kiah Roache-Turner,Kiah Roache-Turner,"Aksiyon,Korku",1h 28m,İngilizce,-,-
,22/12/2017 (US),58,Lawrence Sher,,Komedi,2h 5m,İngilizce,"$25,000,000.00","$25,601,244.00"
Özgür Willy,16/07/1993 (US),62,Simon Wincer,,"Aile,Macera,Dram",1h 52m,İngilizce,"$20,000,000.00","$153,698,625.00"
Antebellum,18/09/2020 (US),63,Christopher Renz,Christopher Renz,Korku,1h 45m,İngilizce,"$15,000,000.00","$7,060,384.00"
,15/02/2019 (TR),76,Felix van Groeningen,,Dram,1h 59m,İngilizce,"$25,000,000.00","$7,700,000.00"
Muhteşem Ambersonlar,10/07/1942 (US),73,Orson Welles,,"Dram,Romantik",1h 28m,İngilizce,-,-
Lanet,06/05/2005 (TR),54,Wes Craven,,"Korku,Komedi",1h 39m,İngilizce,"$35,000,000.00","$19,300,000.00"
,04/10/2019 (GB),63,William Nicholson,,Dram,1h 40m,İngilizce,-,"$1,136,167.00"
Gun Woman,28/02/2014 (JP),49,Kurando Mitsutake,Kurando Mitsutake,"Gerilim,Aksiyon",1h 26m,Japonca,-,-
Ninja Kaplumbağalar 4,23/03/2007 (US),61,Kevin Munroe,Kevin Munroe,"Macera,Animasyon,Komedi,Aile",1h 27m,İngilizce,"$34,000,000.00","$95,608,995.00"
Güzel ve Çirkin,12/02/2014 (FR),61,Christophe Gans,,"Fantastik,Romantik",1h 53m,Fransızca,"$33,000,000.00","$49,100,000.00"
Kids,28/07/1995 (US),69,Larry Clark,,"Dram,Suç",1h 31m,İngilizce,"$1,500,000.00","$20,412,216.00"
The Turning,24/01/2020 (US),58,Floria Sigismondi,,"Korku,Gerilim",1h 34m,İngilizce,"$14,000,000.00","$19,428,166.00"
The Majestic,21/12/2001 (US),68,Frank Darabont,,"Dram,Romantik",2h 32m,İngilizce,"$72,000,000.00","$37,317,673.00"
,23/04/2004 (TR),67,Francis Veber,,"Komedi,Suç",1h 25m,Fransızca,"$27,440,000.00",-
Çılgın,30/03/1988 (FR),67,Roman Polanski,Roman Polanski,"Gerilim,Gizem",2h,İngilizce,"$20,000,000.00","$17,637,950.00"
Uykusuz,09/06/2021 (US),59,Mark Raso,Mark Raso,"Dram,Bilim-Kurgu,Gerilim",1h 36m,İngilizce,-,-
Imagine Me & You,16/06/2006 (GB),76,Ol Parker,Ol Parker,"Dram,Komedi,Romantik",1h 33m,İngilizce,"$1,000,000.00","$2,500,000.00"
Dora ve Kayıp Altın Şehri,19/09/2019 (AU),67,James Bobin,,"Macera,Komedi,Aile,Fantastik",1h 42m,İngilizce,"$49,000,000.00","$120,600,000.00"
,04/12/2020 (US),68,Sharon Maguire,,"Aile,Fantastik,Komedi",1h 53m,İngilizce,-,-
U-571,21/04/2000 (US),65,Jonathan Mostow,,"Savaş,Aksiyon,Macera",1h 56m,İngilizce,"$62,000,000.00","$127,700,000.00"
İhanet,26/09/1997 (US),68,Lee Tamahori,,"Aksiyon,Macera,Dram",1h 57m,İngilizce,"$30,000,000.00","$43,300,000.00"
Asteriks ve Oburiks: Orta Krallık,17/02/2023 (TR),49,Guillaume Canet,Guillaume Canet,"Aile,Komedi,Macera",1h 52m,Fransızca,"$72,000,000.00",-
Son Durak 3,28/04/2006 (TR),61,James Wong,,"Korku,Gizem",1h 33m,İngilizce,"$25,000,000.00","$118,900,000.00"
Kabuktaki Hayalet,18/11/1995 (JP),79,Mizuho Nishikubo,,"Aksiyon,Animasyon,Bilim-Kurgu",1h 23m,Japonca,"$3,000,000.00","$515,905.00"
Dikkat Köpek Var,28/07/1989 (US),64,Roger Spottiswoode,,"Aksiyon,Komedi,Gerilim,Suç,Aile",1h 39m,İngilizce,"$13,000,000.00","$71,100,000.00"
Acemi Prenses 2: Kraliyet Nişanı,06/08/2004 (US),67,Garry Marshall,,"Komedi,Dram,Aile,Romantik",1h 53m,İngilizce,"$40,000,000.00","$134,734,481.00"
Pirana,20/08/2010 (US),54,Alexandre Aja,Josh Stolberg,"Komedi,Korku",1h 28m,İngilizce,"$24,000,000.00","$83,188,165.00"
Spy kids 3: Oyun Bitti,25/07/2003 (US),51,Robert Rodriguez,,"Aksiyon,Macera,Komedi,Aile,Bilim-Kurgu",1h 23m,İngilizce,"$38,000,000.00","$197,000,000.00"
Malta Şahini,18/10/1941 (US),77,John Huston,,"Gizem,Suç,Gerilim",1h 40m,İngilizce,"$375,000.00","$1,772,000.00"
Addams Ailesi 2,12/11/2021 (TR),70,Greg Tiernan,Benji Samit,"Aile,Animasyon,Komedi,Fantastik,Macera",1h 33m,İngilizce,-,"$119,815,153.00"
Işıklar Sönünce,22/07/2016 (TR),63,David F. Sandberg,David F. Sandberg,Korku,1h 21m,İngilizce,"$4,900,000.00","$148,868,835.00"
,25/02/2022 (US),60,BJ McDonnell,,"Korku,Komedi,Müzik",1h 46m,İngilizce,-,"$3,000,776.00"
,22/04/2016 (TR),63,Cedric Nicolas-Troyan,Evan Spiliotopoulos,"Aksiyon,Macera,Dram",1h 54m,İngilizce,"$115,000,000.00","$164,989,338.00"
Küp,18/09/1998 (CA),68,Vincenzo Natali,,"Gerilim,Bilim-Kurgu,Gizem",1h 30m,İngilizce,"$257,899.00","$8,969,065.00"
Karanlık Su,18/05/2018 (US),56,Pasha Patriki,,"Aksiyon,Gerilim",1h 45m,İngilizce,"$4,000,000.00",-
Friend's Mothers,05/07/2018 (KR),10,Jo Tae-ho,,Romantik,1h 14m,Korece,-,-
Diana,20/09/2013 (GB),56,Oliver Hirschbiegel,,"Dram,Romantik",1h 53m,İngilizce,"$15,000,000.00","$21,766,271.00"
,12/08/1988 (US),67,Christopher Cain,John Fusco,"Vahşi Batı,Aksiyon,Macera",1h 47m,İngilizce,"$13,000,000.00","$44,700,000.00"
The Duke,25/02/2022 (GB),70,Roger Michell,,"Komedi,Dram,Tarih",1h 36m,İngilizce,"$11,000,000.00",-
Causeway,28/10/2022 (US),66,Lila Neugebauer,Ottessa Moshfegh,Dram,1h 36m,İngilizce,-,-
Dragon Ball Z: The History of Trunks,24/02/1993 (JP),75,Yoshihiro Ueda,,"Animasyon,Aksiyon,Bilim-Kurgu",48m,Japonca,-,-
Barut Kokteyli,20/08/2021 (TR),64,Navot Papushado,Navot Papushado,"Aksiyon,Suç,Gerilim",1h 54m,İngilizce,"$30,000,000.00","$1,015,760.00"
,23/02/2018 (US),72,Michael Sucsy,,"Romantik,Fantastik",1h 37m,İngilizce,"$4,900,000.00","$10,400,000.00"
Amerikan Pastası 5: Çıplak Yol,21/12/2006 (US),55,Joe Nussbaum,Erik Lindsay,Komedi,1h 37m,İngilizce,-,-
,04/03/2005 (TR),75,Brad Anderson,Scott Kosar,"Gerilim,Dram",1h 41m,İngilizce,"$5,000,000.00","$8,203,235.00"
Black Lotus,13/04/2023 (NL),59,Todor Chapkanov,Tad Daggerhart,"Aksiyon,Suç,Gizem,Gerilim",1h 33m,İngilizce,-,-
The Burning,08/05/1981 (US),63,Tony Maylam,Peter Lawrence,Korku,1h 31m,İngilizce,"$1,500,000.00",-
Korku Sokağı 2. Kısım: 1978,08/07/2021 (US),72,Leigh Janiak,,"Gizem,Korku",1h 50m,İngilizce,-,-
,23/04/2021 (JP),77,Keishi Otomo,,"Aksiyon,Macera",2h 18m,Japonca,-,"$33,457,923.00"
,31/07/2009 (US),66,Marcus Dunstan,Marcus Dunstan,"Korku,Gerilim",1h 28m,İngilizce,"$3,400,000.00","$114,000,000.00"
Fanboys,06/02/2009 (US),61,Kyle Newman,,"Macera,Komedi",1h 30m,İngilizce,-,"$948,753.00"
Shrapnel,28/07/2023 (US),61,William Kaufman,Johnny Martin Walters,"Aksiyon,Gerilim,Dram",1h 29m,İngilizce,-,-
Lamborghini: Efsanenin Arkasındaki Adam,18/11/2022 (US),64,Bobby Moresco,,"Dram,Tarih",1h 37m,İngilizce,"$1,709,686.00",-
,03/02/2020 (US),68,Michael Fimognari,,"Romantik,Komedi",1h 42m,İngilizce,-,-
,16/10/2009 (US),58,Nelson McCormick,,"Korku,Gerilim",1h 41m,İngilizce,"$20,000,000.00","$31,198,531.00"
